id,sex,location,lat,long,county,state
109,Male,Schiller,36.437300,-87.314900,Montgomery,TN
129,Female,Schiller,36.437660,-87.318230,Montgomery,TN
130,Male,Schiller,36.437660,-87.318230,Montgomery,TN
