ID,sex,location,lat,long,county,state
112,Male,Beaman,36.259250,-86.913210,Davidson,TN
113,Male,Beaman,36.259250,-86.913210,Davidson,TN
114,Male,Beaman,36.259360,-86.917820,Davidson,TN
115,Male,Beaman,36.259590,-86.919860,Davidson,TN
131,Male,Beaman,36.259380,-86.922810,Davidson,TN
134,Male,Beaman,36.259210,-86.912450,Davidson,TN
